DATE,SHIPMENT ID,HS CODE,INDUSTRY,PRODUCT DESCRIPTION,BUYER COUNTRY,BUYER,DESTINATION PORT,SELLER COUNTRY,SELLER,ORIGIN PORT,UNIT,QUANTITY,VALUE(USD),UNIT PRICE,Seller Group,Buyer Group,Spare/Unit/Others,product,model,category,type,Manufacturer,YOM,Height (ft),Battery/Diesel,Imp Companies,Relevancy
2025/03/17,6302271614,90261090,Engineering,GP.OGE\ FLUID LEVEL (7024441) GP.OGE\ FLUID LEVEL,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,NEW YORK,NOS,1,23 ,23 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/04/02,2078489297,40169330,Rubber,KIT\SEAL (STEER CYL) (ORIGIN CHINA) 2901875 SPARES FOR EARTH MOVING MACHINERY,INDIA,GMMCO LIMITED,CHENNAI AIR CARGO (INMAA4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,37 ,37 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/01/17,3696944327,40092200,Rubber,HOSE HYD. 50X54 (PART NO.:-2751500) (SPARE PARTS FOR JLG BOOM LIFTS)NA,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,AMSTERDAM,NOS,1,37 ,37 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/01/22,3699300713,85441990,Machinery and Mechanical Appliances,CABLE\ EMERGENCY DOWN ITEM NO - 39232 (PARTS FOR AERIAL WORK PLATFORM)CABLE\ EMERGENCY DOWN,INDIA,MACO CORPORATION INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,24 ,24 ,,,Spare,AWP,,,,,,,,Imp,
2025/01/14,3696944318,40092200,Rubber,HOSE ASSY 1/4(1001224920)(SPARE PARTS OF JLG BOOM LIFTS FORTHE ROUTINE MAINTENANCE)NA,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,AMSTERDAM,NOS,1,38 ,38 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/04/02,2078475411,40092200,Rubber,HOSE ASSY\ 1/4 X 60 STR X 45 (ORIGIN CZECH REPUBLIC) 2753458SPARES FOR EARTH MOVING MACHINERY,INDIA,GMMCO LIMITED,CHENNAI AIR CARGO (INMAA4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,38 ,38 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/02/27,651513136,40169330,Rubber,2902266 KIT\SEAL RAM CYL. (CAPTIVE CONSUMPTION),INDIA,MANLIFT INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,AMSTERDAM,NOS,1,24 ,24 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/01/14,3696944317,40092200,Rubber,HOSE ASSY 1/4(1001224919)(SPARE PARTS OF JLG BOOM LIFTS FORTHE ROUTINE MAINTENANCE)NA,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,AMSTERDAM,NOS,1,38 ,38 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/02/22,652355298,84312090,Machinery and Mechanical Appliances,PARTS OF AERIAL WORK PLATFORM - DIODE\PCB DRIVE CONTACTOR**ITEM NO: 56930PARTS OF AERIAL WORK PLATFORM - DIODE\PCB DRIVE CONTACTOR**,INDIA,SENDHAMARAI ENGINEERING PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,25 ,25 ,TEREX,,Spare,AWP,,,,,,,,Imp,
2025/04/02,2078329831,40092200,Rubber,HOSE\M3KXTF .50X118.00 STRX90 (ORIGIN BELGIUM) 2753461 SPARES FOR EARTH MOVING MACHINERY,INDIA,GMMCO LIMITED,CHENNAI AIR CARGO (INMAA4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,39 ,39 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/04/06,2078497650,40094200,Rubber,PARTS OF AERIAL WORK PLATFORM - HOSE ASSY\LOWER VENT ITEM NO: 105263PARTS OF AERIAL WORK PLATFORM - HOSE ASSY\LOWER VENT ITEM NO,INDIA,SENDHAMARAI ENGINEERING PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,26 ,26 ,TEREX,,Spare,AWP,,,,,,,,Imp,
2025/02/03,650107951,39269099,Plastics,HANDLE\ PUSH BUTTOM (2560187) (SPARE PARTS OF JLG BOOM LIFTSFOR THE ROUTINE MAINTENANCE)NA,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,AMSTERDAM,PCS,1,39 ,39 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/03/20,6301872408,40169330,Rubber,KIT SEAL (STEER CYL)(2901875)(SPARE PARTS OF MACHINE) (SPARE PARTS OF MACHINE),INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,NEW YORK,NOS,1,39 ,39 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/01/31,3697481591,84312090,Machinery and Mechanical Appliances,PART NO. 4846431; WELD\ HOSE COVER(MACHINE PARTS FOR AERIALWORK PLATFORM)PART NO. 4846431; WELD\ HOSE COVER(MACHINE PARTS FOR AERIAL,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,28 ,28 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/03/22,6302050390,84212900,Machinery and Mechanical Appliances,PART NO. 7023576 : ELEMENT\ FILTER (W/O-RING) (MACHINE PARTS FOR AERIAL WORK PLATFORM)PART NO. 7023576 : ELEMENT\ FILTER (W/O-RING) (MACHINE PART,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,28 ,28 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/01/18,3696944349,40092200,Rubber,HOSE\HYD .50X48.00 STRX90(2753197)(SPARE PARTS OF JLG BOOM LIFTS FOR THE ROUTINE MAINTENANCE)NA,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,AMSTERDAM,NOS,1,41 ,41 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/03/22,6302174261,85365090,Machinery and Mechanical Appliances,PART NO. 4360469S :SWITCH\ IGNITION (MACHINE PARTS FOR AERIAL WORK PLATFORM)PART NO. 4360469S :SWITCH\ IGNITION (MACHINE PARTS FOR AERIA,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,28 ,28 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/02/13,652147799,40103999,Rubber,V-BELT\ DEUTZ TD2011LOAI (ITEM NO -58630) (PARTS FOR AERIAL WORK PLATFORM)V-BELT\ DEUTZ TD2011LOAI,INDIA,MACO CORPORATION INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,28 ,28 ,TEREX,,Spare,AWP,,,,,2011,,,Imp,
2025/03/17,6302050380,84212900,Machinery and Mechanical Appliances,ELEMENT\ FILTER (70002097) ELEMENT\ FILTER,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,NEW YORK,NOS,1,29 ,29 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/01/16,3698474193,84879000,Machinery and Mechanical Appliances,PARTS OF AERIAL WORK PLATFORM- FOOTPAD\OUTRIGGER\3232 ITEMNO:109756PARTS OF AERIAL WORK PLATFORM- FILTER\AIR CLEANER\ SUPERBOOM,INDIA,SENDHAMARAI ENGINEERING PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,29 ,29 ,,,Spare,AWP,,,,,,,,Imp,
2025/03/17,6302050382,84212900,Machinery and Mechanical Appliances,FILTER ELEMENT (7003655) FILTER ELEMENT,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,NEW YORK,NOS,1,29 ,29 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/01/16,3698299433,40103999,Rubber,PARTS OF AERIAL WORK PLATFORM- V-BELT\ KUBOTA 1105 ITEM NO:839209PARTS OF AERIAL WORK PLATFORM,INDIA,SENDHAMARAI ENGINEERING PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,29 ,29 ,,,Spare,AWP,,,,,,,,Imp,
2025/01/18,3696944348,40092200,Rubber,HOSE\HYD .50X44.00 STRXSTR(2753196)(SPARE PARTS OF JLG BOOMLIFTS FOR THE ROUTINE MAINTENANCE)NA,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,AMSTERDAM,NOS,1,43 ,43 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/02/08,651858929,85049090,Machinery and Mechanical Appliances,PARTS OF AERIAL WORK PLATFORM- POWER CORD\ IEC 320\ 90 ITEMNO: 1272557PARTS OF AERIAL WORK PLATFORM,INDIA,SENDHAMARAI ENGINEERING PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,31 ,31 ,TEREX,,Spare,AWP,,,,,,,,Imp,
2025/01/11,3699836507,40103999,Rubber,58630 V-BELT\ DEUTZ TD2011LOAI (MACHINES PARTS FOR AERIAL WORK PLATFORM)(MACHINES PARTS FOR AERIAL WORK PLATFORM),INDIA,MACO CORPORATION INDIA PRIVATE LIMITED,KOLKATA AIR CARGO (INCCU4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,31 ,31 ,,,Spare,AWP,,,,,2011,,,Imp,
2025/03/15,6303549823,84829900,Machinery and Mechanical Appliances,BEARING SHELL (70041100),INDIA,MANLIFT INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),NETHERLANDS,JLG EMEA BV,AMSTERDAM,NOS,1,31 ,31 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/01/17,3696944345,40092200,Rubber,HOSE\HYD .25X52.00 STRX90 (PART NO.:-2752997) (SPARE PARTS FOR JLG BOOM LIFTS)NA,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,AMSTERDAM,NOS,1,44 ,44 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/03/17,6302050381,84212900,Machinery and Mechanical Appliances,ELEMENT\ FILTER (70005335) ELEMENT\ FILTER,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,NEW YORK,NOS,1,32 ,32 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/02/06,650311075,84099990,Machinery and Mechanical Appliances,CONTROL VALVE (380/4258757) (SPARE PARTS FOR JLG BOOM LIFTSFOR THE ROUTINE MAINTENANCE)NA,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),BELGIUM,TVH PARTS NV,BRUXELLES (BRUSSEL),PCS,1,45 ,45 ,,,Spare,AWP,,,,,,,,IMP,
2025/01/16,3698474197,84879000,Machinery and Mechanical Appliances,PARTS OF AERIAL WORK PLATFORM-PLATE\SIDE DOOR*** ITEM NO:105732PARTS OF AERIAL WORK PLATFORM,INDIA,SENDHAMARAI ENGINEERING PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,32 ,32 ,,,Spare,AWP,,,,,,,,Imp,
2025/01/16,3698553911,85365090,Machinery and Mechanical Appliances,PARTS OF AERIAL WORK PLATFORM -KEYSWITCH\3 POS. W/KEYS***ITEM NO:94261PARTS OF AERIAL WORK PLATFORM,INDIA,SENDHAMARAI ENGINEERING PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,32 ,32 ,,,Spare,AWP,,,,,,,,Imp,
2025/01/31,3697389611,40092200,Rubber,PART NO. 2753133; HOSE\ HYD .38X24.00 STRX45 (MACHINE PARTSFOR AERIAL WORK PLATFORM)PART NO. 2753133; HOSE\ HYD .38X24.00 STRX45 (MACHINE PARTS,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,32 ,32 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/04/02,2078354818,40094200,Rubber,HOSE ASSY\1/4 X 240 STR X ST (ORIGIN CZECH REPUBLIC) 2753444SPARES FOR EARTH MOVING MACHINERY,INDIA,GMMCO LIMITED,CHENNAI AIR CARGO (INMAA4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,48 ,48 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/01/16,3698398174,84211950,Machinery and Mechanical Appliances,PARTS OF AERIAL WORK PLATFORM- SEPARATOR/FILTER ELEMENT\FUEL* ITEM NO:42767PARTS OF AERIAL WORK PLATFORM,INDIA,SENDHAMARAI ENGINEERING PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,33 ,33 ,,,Spare,AWP,,,,,,,,Imp,
2025/04/05,2078525439,84313990,Machinery and Mechanical Appliances,DINGLI RPM SOLENOID PART NO:00002203 (SPARE PARTS OF BOOM LIFT)DINGLI RPM SOLENOID PART NO:00002203 (SPARE PARTS OF BOOM LI,INDIA,MTANDT RENTALS LIMITED,CHENNAI AIR CARGO (INMAA4),CHINA,HUNAN AERIAL POWER MACHINERY CO LTD,CHANGSHA,NOS,1,48 ,48 ,,,Spare,AWP,,,,,,,,IMP,
2025/04/02,2078406929,39199090,Plastics,DECAL\WARNING/DANGER PLAT (ORIGIN UNITED STATES) 1703797 SPARES FOR EARTH MOVING MACHINERY,INDIA,GMMCO LIMITED,CHENNAI AIR CARGO (INMAA4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,49 ,49 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/01/18,3696944351,40092200,Rubber,HOSE\HYD .50X66.00 STRXSTR(2753192)(SPARE PARTS OF JLG BOOMLIFTS FOR THE ROUTINE MAINTENANCE)NA,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,AMSTERDAM,NOS,1,49 ,49 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/04/02,2078584578,40092200,Rubber,HOSE HYD .25 X 50.00 STRXSTR (ORIGIN POLAND) 2752977 SPARES FOR EARTH MOVING MACHINERY,INDIA,GMMCO LIMITED,CHENNAI AIR CARGO (INMAA4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,51 ,51 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/01/31,3697389617,40092200,Rubber,PART NO.2717059;HOSE ND 0.38 X 15.00 6FFX6FF90 (MACHINE PARTS FOR AERIAL WORK PLATFORM)PART NO.2717059;HOSE ND 0.38 X 15.00 6FFX6FF90 (MACHINE PART,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,34 ,34 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/03/20,6301875099,40094100,Rubber,HOSE ASSY 1/4X240 STR X STF(2753444)(SPARE PARTS OF MACHINE) (SPARE PARTS OF MACHINE),INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,NEW YORK,NOS,1,51 ,51 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/03/03,6301246610,84212900,Machinery and Mechanical Appliances,CARTRIDEG FILTER (PART NO.:-7021616) (SPARE PARTS FOR JLG BOOM LIFTS)NA,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,AMSTERDAM,NOS,1,52 ,52 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/01/31,3697389615,40092200,Rubber,PART NO. 2753727; HOSE\6M3KXTFX.38X77.00XSTRXSTR (MACHINE PARTS FOR AERIAL WORK PLATFORM)PART NO. 2753727; HOSE\6M3KXTFX.38X77.00XSTRXSTR (MACHINE P,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,35 ,35 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/03/17,6302050385,84212900,Machinery and Mechanical Appliances,FILTER\ELEMENT\ RETURN (2120149) FILTER\ELEMENT\ RETURN,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,NEW YORK,NOS,1,35 ,35 ,JLG,,Spare,AWP,,,,,2014,,,IMP,
2025/01/31,3697389612,40092200,Rubber,PART NO. 2753622; HOSE\M3KXTF .25X60.00 STRXSTR (MACHINE PARTS FOR AERIAL WORK PLATFORM)PART NO. 2753622; HOSE\M3KXTF .25X60.00 STRXSTR (MACHINE PA,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,35 ,35 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/02/22,652543315,85364900,Machinery and Mechanical Appliances,PARTS OF AERIAL WORK PLATFORM - COIL\#8 20VDC\DEUTSCH W/DIODITEM NO: 77709PARTS OF AERIAL WORK PLATFORM - COIL\#8 20VDC\DEUTSCH W/DIOD,INDIA,SENDHAMARAI ENGINEERING PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,35 ,35 ,TEREX,,Spare,AWP,,,,,,,,Imp,
2025/02/22,652441740,84879000,Machinery and Mechanical Appliances,PARTS OF AERIAL WORK PLATFORM - BREATHER\RESERVOIR 3 MICRON*** ITEM NO: 60559PARTS OF AERIAL WORK PLATFORM - BREATHER\RESERVOIR 3 MICRON*,INDIA,SENDHAMARAI ENGINEERING PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,36 ,36 ,TEREX,,Spare,AWP,,,,,,,,Imp,
2025/02/08,652004341,85452000,Machinery and Mechanical Appliances,PARTS OF AERIAL WORK PLATFORM- BRUSH\ POWER UNIT (1256517) ITEM NO: 1280940PARTS OF AERIAL WORK PLATFORM,INDIA,SENDHAMARAI ENGINEERING PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,36 ,36 ,TEREX,,Spare,AWP,,,,,,,,Imp,
2025/01/11,3700009859,85365090,Machinery and Mechanical Appliances,88356-11103 SWITCH\LIMIT\W/RLLR ARM\NO/NC (MACHINE PARTS FORAERIAL WORK PLATFORM)(MACHINE PARTS FOR AERIAL WORK PLATFORM),INDIA,MACO CORPORATION INDIA PRIVATE LIMITED,KOLKATA AIR CARGO (INCCU4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,36 ,36 ,,,Spare,AWP,,,,,,,,Imp,
2025/02/06,650521343,90251990,Engineering,TEMPERATURE SWITCH (380/4258759) (SPARE PARTS FOR JLG BOOM LIFTS FOR THE ROUTINE MAINTENANCE)NA,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),BELGIUM,TVH PARTS NV,BRUXELLES (BRUSSEL),PCS,1,52 ,52 ,,,Spare,AWP,,,,,,,,IMP,
2025/03/20,6302050379,84212900,Machinery and Mechanical Appliances,ELEMENT FILTER(7023224)(SPARE PARTS OF MACHINE) (SPARE PARTS OF MACHINE),INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,NEW YORK,NOS,1,53 ,53 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/04/02,2078463014,40092200,Rubber,HOSE ASSY\1/4 X 222 STR X ST (ORIGIN CZECH REPUBLIC) 2753443SPARES FOR EARTH MOVING MACHINERY,INDIA,GMMCO LIMITED,CHENNAI AIR CARGO (INMAA4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,53 ,53 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/02/22,652162393,40094200,Rubber,PARTS OF AERIAL WORK PLATFORM - HOSE ASSY\1/4\STR FEM\STR FEM* ITEM NO: 49119-5078PARTS OF AERIAL WORK PLATFORM - HOSE ASSY\1/4\STR FEM\STR FE,INDIA,SENDHAMARAI ENGINEERING PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,37 ,37 ,TEREX,,Spare,AWP,,,,,,,,Imp,
2025/01/16,3698474196,84879000,Machinery and Mechanical Appliances,PARTS OF AERIAL WORK PLATFORM-LATCH\ LRG PADDLE HANDLE GS90ITEM NO:55675PARTS OF AERIAL WORK PLATFORM-FILTER\ DEUTZ 2.9\ FUEL ITEM N,INDIA,SENDHAMARAI ENGINEERING PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,37 ,37 ,,,Spare,AWP,,,,,,,,Imp,
2025/01/16,3698394435,84219900,Machinery and Mechanical Appliances,PARTS OF AERIAL WORK PLATFORM- FILTER\ELEMENT\BETA(5)=1000ITEM NO:60857PARTS OF AERIAL WORK PLATFORM,INDIA,SENDHAMARAI ENGINEERING PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,37 ,37 ,,,Spare,AWP,,,,,,,,Imp,
2025/01/13,3698562210,85366990,Machinery and Mechanical Appliances,4460865 TERMINAL\ CONN PLUG 19 PIN (CAPTIVE CONSUMPTION),INDIA,MANLIFT INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),NETHERLANDS,JLG EMEA BV,AMSTERDAM,NOS,1,37 ,37 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/04/02,2078353778,40092200,Rubber,HOSE ASSY\ 1/4 X 247 STRXST (ORIGIN CZECH REPUBLIC) 2753445SPARES FOR EARTH MOVING MACHINERY,INDIA,GMMCO LIMITED,CHENNAI AIR CARGO (INMAA4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,53 ,53 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/01/18,3696944355,40092200,Rubber,HOSE\M3KKXTF .50X87.00 STRXSTR(2753686)(SPARE PARTS OF JLG BOOM LIFTS FOR THE ROUTINE MAINTENANCE)NA,INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,AMSTERDAM,NOS,1,57 ,57 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/04/02,2078386388,40169330,Rubber,KIT\SEAL (ORIGIN CHINA) 2901810 SPARES FOR EARTH MOVING MACHINERY,INDIA,GMMCO LIMITED,CHENNAI AIR CARGO (INMAA4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,57 ,57 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/01/25,3700437664,85365090,Machinery and Mechanical Appliances,88356-11103 SWITCH\LIMIT\W/RLR ARM\NO/NC (MACHINE PARTS FORAERIAL WORK PLATFORM)(MACHINE PARTS FOR AERIAL WORK PLATFORM),INDIA,MACO CORPORATION INDIA PRIVATE LIMITED,KOLKATA AIR CARGO (INCCU4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,38 ,38 ,,,Spare,AWP,,,,,,,,Imp,
2025/04/02,2078491428,40169330,Rubber,KIT\ SEAL (ORIGIN UNITED STATES) 7017277 SPARES FOR EARTH MOVING MACHINERY,INDIA,GMMCO LIMITED,CHENNAI AIR CARGO (INMAA4),NETHERLANDS,JLG EMEA BV,BRUXELLES (BRUSSEL),NOS,1,57 ,57 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/03/20,6301875098,40094100,Rubber,HOSE ASSY 1/4X222 STR XSTR(2753443)(SPARE PARTS OF MACHINE) (SPARE PARTS OF MACHINE),INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,NEW YORK,NOS,1,57 ,57 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/03/20,6302109061,84818090,Machinery and Mechanical Appliances,VALV FLOW CONTROL (70002095)(SPARE PARTS OF MACHINE) (SPARE PARTS OF MACHINE),INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,NEW YORK,NOS,1,58 ,58 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/03/15,6303662288,85366990,Machinery and Mechanical Appliances,TERMINAL\ CONN PLUG 19 PIN (4460865),INDIA,MANLIFT INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),NETHERLANDS,JLG EMEA BV,AMSTERDAM,NOS,1,40 ,40 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/03/03,6301289019,84849000,Machinery and Mechanical Appliances,KIT\SEAL (2901273) ((MACHINE SPARE PARTS),INDIA,SUDHIR POWER LIMITED,DELHI AIR CARGO (INDEL4),NETHERLANDS,JLG EMEA BV,AMSTERDAM,NOS,1,59 ,59 ,JLG,,Spare,AWP,,,,,,,,IMP,
2025/01/16,3698398172,84211950,Machinery and Mechanical Appliances,PARTS OF AERIAL WORK PLATFORM- FILTER ELEMENT\BETA(10)=200ITEM NO:44207PARTS OF AERIAL WORK PLATFORM,INDIA,SENDHAMARAI ENGINEERING PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,41 ,41 ,,,Spare,AWP,,,,,,,,Imp,
2025/01/22,3698760925,39199090,Plastics,DECAL\ STD\ PROP LIFT\ UI\ SVC ITEM NO - 1256703 (PARTS FOR AERIAL WORK PLATFORM)DECAL\ STD\ PROP LIFT\ UI\ SVC,INDIA,MACO CORPORATION INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),SINGAPORE,TEREX SINGAPORE PTE LTD,SINGAPORE,NOS,1,43 ,43 ,,,Spare,AWP,,,,,,,,Imp,
