date,shipment_id,hs_code,industry,product_description,buyer_country,buyer,destination_port,seller_country,seller,origin_port,unit,quantity,value_usd,unit_price
18-11-2025,4704226845,84831099,Machinery and Mechanical Appliances,CARDANIC SHAFT (REFERENCE NUMBER 80000TDA415) - PARTS OF BLOWING MACHINERYCARDANIC SHAFT (REFERENCE NUMBER 80000TDA415) - PARTS OF BLO,INDIA,SIDEL INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),FRANCE,SIDEL BLOWING AND SERVICES S A S,PARIS,PIECE,1,$505.83,$505.84
17-11-2025,4703413548,84835090,Machinery and Mechanical Appliances,CARDAN SHAFT S=1680 X=60 14H7/14H7+PN (MATERIAL NO. 3085014)(ITEM NO. 000300)CARDAN SHAFT S=1680 X=60 14H7/14H7+PN (MATERIAL NO. 3085014),INDIA,GOLD PLUS GLASS INDUSTRY LIMITED,DELHI AIR CARGO (INDEL4),GERMANY,GRENZEBACH MASCHINENBAU GMBH,LEIPZIG,PIECE,1,$619.21,$619.21
16-11-2025,4703482649,84831099,Machinery and Mechanical Appliances,(KGV180.1000.110.80) CARDAN SHAFT (PART OF RAILWAYS TRACK MAINTENANCE MACHINE)(PART OF RAILWAYS TRACK MAINTENANCE MACHINE),INDIA,PLASSER INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),AUSTRIA,PLASSER AND THEURER,VIENNA,NOS,1,$973.51,$973.51
16-11-2025,4703480499,84831099,Machinery and Mechanical Appliances,(LZ420LA40/UD72.2719G-A) CARDAN SHAFT (PART OF RAILWAYS TRACK MAINTENANCE MACHINE)(PART OF RAILWAYS TRACK MAINTENANCE MACHINE),INDIA,PLASSER INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),AUSTRIA,PLASSER AND THEURER,VIENNA,NOS,1,$700.58,$700.59
16-11-2025,4703446942,84831099,Machinery and Mechanical Appliances,(KGV180.1650.110.80) CARDAN SHAFT (PART OF RAILWAYS TRACK MAINTENANCE MACHINE)(PART OF RAILWAYS TRACK MAINTENANCE MACHINE),INDIA,PLASSER INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),AUSTRIA,PLASSER AND THEURER,VIENNA,NOS,1,"$1,301.26","$1,301.26"
16-11-2025,4703369713,84831099,Machinery and Mechanical Appliances,(KGV180.1340.110.80) CARDAN SHAFT (PART OF RAILWAYS TRACK MAINTENANCE MACHINE)(PART OF RAILWAYS TRACK MAINTENANCE MACHINE),INDIA,PLASSER INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),AUSTRIA,PLASSER AND THEURER,VIENNA,NOS,1,"$1,007.62","$1,007.63"
15-11-2025,4703014370,84831099,Machinery and Mechanical Appliances,COMPONENT OF SANY TRUCK CRANE STC800T5 CKD - 131301000069A-INTERMEDIATE CARDAN SHAFT\ STEERINGCOMPONENT OF SANY TRUCK CRANE STC800T5 CKD,INDIA,SANY HEAVY INDUSTRY INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),HONG KONG,SANY INTERNATIONAL DEVELOPMENT LIMITED,DA CHAN BAY,PIECE,4,$56.53,$14.13
15-11-2025,4703168513,84831099,Machinery and Mechanical Appliances,COMPONENT OF SANY TRUCK CRANE STC800T5 CKD - 131301000069A-INTERMEDIATE CARDAN SHAFT\ STEERINGCOMPONENT OF SANY TRUCK CRANE STC800T5 CKD,INDIA,SANY HEAVY INDUSTRY INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),HONG KONG,SANY INTERNATIONAL DEVELOPMENT LIMITED,CHANGSHA,PIECE,4,$56.53,$14.13
15-11-2025,4703086639,84831099,Machinery and Mechanical Appliances,COMPONENT OF SANY TRUCK CRANE STC800T5 CKD - 131301000069A-INTERMEDIATE CARDAN SHAFT\ STEERINGCOMPONENT OF SANY TRUCK CRANE STC800T5 CKD,INDIA,SANY HEAVY INDUSTRY INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),HONG KONG,SANY INTERNATIONAL DEVELOPMENT LIMITED,DA CHAN BAY,PIECE,4,$56.53,$14.13
15-11-2025,4703114425,84836090,Machinery and Mechanical Appliances,Z-90 CARDAN SHAFT SWC225-250 (SEMI-FINISHED),INDIA,GREEN GEAR TRANSMISSION INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),CHINA,TIMOTHY HOLDING CO. LTD,SHANGHAI,NOS,4,"$3,776.40",$944.10
15-11-2025,4704212600,84831099,Machinery and Mechanical Appliances,PARTS FOR THE MFG OF TEXTILE SPINNING M/C (RING/ROVING): (WS-361-008.406) CARDANSHAFT SAURER 670MM (S.012.536)1 PCS (A-5PARTS FOR THE MFG OF TEXTILE SPINNING M/C (RING/ROVING): (WS,INDIA,SAURER TEXTILE SOLUTIONS PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,GELENKWELLENFABRIK WILHELM SAS,FRANKFURT AM MAIN,NOS,1,$857.27,$857.27
14-11-2025,4704138034,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT ELBE_ 0.148.130 S400 (FOR AUTOMATIVE BODY ASSEMBLY LINES)CARDAN SHAFT ELBE_ 0.148.130 S400 (FOR AUTOMATIVE BODY ASSEM,INDIA,THYSSENKRUPP AUTOMOTIVE BODY SOLUTIONS PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,THYSSENKRUPP AUTOMOTIVE BODY SOLUTI,FRANKFURT AM MAIN,PIECE,4,"$3,210.11",$802.53
14-11-2025,4704226843,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT ELBE_ 0.148.110 S560 (FOR AUTOMATIVE BODY ASSEMBLY LINES)CARDAN SHAFT ELBE_ 0.148.110 S560 (FOR AUTOMATIVE BODY ASSEM,INDIA,THYSSENKRUPP AUTOMOTIVE BODY SOLUTIONS PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,THYSSENKRUPP AUTOMOTIVE BODY SOLUTI,FRANKFURT AM MAIN,PIECE,4,"$3,758.90",$939.73
14-11-2025,4703186115,87089400,Vehicles,COMPONENT OF SANY TRUCK CRANE STC1100T6 CKD- 131301000063A-INTERMEDIATE CARDAN SHAFT\ STEERINGCOMPONENT OF SANY TRUCK CRANE STC1100T6 CKD,INDIA,SANY HEAVY INDUSTRY INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),HONG KONG,SANY INTERNATIONAL DEVELOPMENT LIMITED,SHANGHAI,PIECE,4,$50.27,$12.57
13-11-2025,4703178278,87089400,Vehicles,COMPONENT OF SANY TRUCK CRANE STC1100T6 CKD - 131301000063AINTERMEDIATE CARDAN SHAFT\ STEERINGCOMPONENT OF SANY TRUCK CRANE STC1100T6 CKD,INDIA,SANY HEAVY INDUSTRY INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),HONG KONG,SANY INTERNATIONAL DEVELOPMENT LIMITED,SHEKOU,PIECE,4,$50.27,$12.57
13-11-2025,4703243039,84482000,Machinery and Mechanical Appliances,CARDAN SHAFT FOR CRIMPING ROLL-645.10.03.00\ITEM NO.243 (SPARE PARTS FOR TEXTILE MACHINEY)CARDAN SHAFT FOR CRIMPING ROLL-645.10.03.00\ITEM NO.243 (SPA,INDIA,THE BOMBAY DYEING AND MANUFACTURING CO LIMITED,NHAVA SHEVA SEA (INNSA1),ITALY,M A E S P A,GENOA,NOS,2,"$5,238.57","$2,619.29"
10-11-2025,4704115546,84831099,Machinery and Mechanical Appliances,03316890 CARDAN SHAFT (PARTS FOR TOWER CRANE),INDIA,POTAIN INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),FRANCE,MANITOWOC CRANE GRUP FRANCE S A S,LYON,PIECE,4,"$3,062.44",$765.61
08-11-2025,4046277067,84836090,Machinery and Mechanical Appliances,CARDAN SHAFT (LEFT & RIGHT) WITH CROSS JOINT OF PIERCING MILL PARTS (2 PCS =1SET)CARDAN SHAFT (LEFT & RIGHT) WITH CROSS JOINT OF PIERCING MIL,INDIA,CHANDAN STEEL LIMITED,NHAVA SHEVA SEA (INNSA1),CHINA,BEIJING J AND E TRADING DEVELOPMENT C,TIANJIN,PIECE,2,"$9,520.00","$4,760.00"
08-11-2025,4046496617,73072100,Iron and Steel,(WN151-180.5480-1) CARDAN SHAFT FLANGE (PART OF RAILWAYS TRACK MAINTENANCE MACHINE)(PART OF RAILWAYS TRACK MAINTENANCE MACHINE),INDIA,PLASSER INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),AUSTRIA,PLASSER AND THEURER,VIENNA,NOS,2,$616.77,$308.39
08-11-2025,4046683545,84831092,Machinery and Mechanical Appliances,RAKE- CARDAN SHAFT ASSEMBLY (SPARE PARTS FOR AGRICULTURAL MACHINE)RAKE- CARDAN SHAFT ASSEMBLY (SPARE PARTS FOR AGRICULTURAL MA,INDIA,TRACTORS AND FARM EQUIPMENT LIMITED,DELHI AIR CARGO (INDEL4),TURKEY,MINOS DIS TICARET LIMITED SIRKETI,ISTANBUL,PIECE,20,"$2,188.19",$109.41
08-11-2025,4047304618,84839000,Machinery and Mechanical Appliances,CARDAN SHAFT FLANGE-WN151-180.5480-1,INDIA,PLASSER INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),AUSTRIA,PLASSER AND THEURER,LINZ,NOS,2,$611.60,$305.80
08-11-2025,4046034792,84831099,Machinery and Mechanical Appliances,(KGV180.0950.110.80) CARDAN SHAFT (PART OF RAILWAYS TRACK MAINTENANCE MACHINE)(PART OF RAILWAYS TRACK MAINTENANCE MACHINE),INDIA,PLASSER INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),AUSTRIA,PLASSER AND THEURER,VIENNA,NOS,1,$975.86,$975.87
08-11-2025,4046528483,84831099,Machinery and Mechanical Appliances,(LZ760LA100/0110115001) CARDAN SHAFT (PART OF RAILWAYS TRACKMAINTENANCE MACHINE)(PART OF RAILWAYS TRACK MAINTENANCE MACHINE),INDIA,PLASSER INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),AUSTRIA,PLASSER AND THEURER,VIENNA,NOS,1,$637.78,$637.79
08-11-2025,4046746018,73072100,Iron and Steel,(WN151-180.5480-1) CARDAN SHAFT FLANGE (PART OF RAILWAYS TRACK MAINTENANCE MACHINE)(PART OF RAILWAYS TRACK MAINTENANCE MACHINE),INDIA,PLASSER INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),AUSTRIA,PLASSER AND THEURER,VIENNA,NOS,2,$616.77,$308.39
08-11-2025,4046396191,73072100,Iron and Steel,(WN151-180.5480-1) CARDAN SHAFT FLANGE (PART OF RAILWAYS TRACK MAINTENANCE MACHINE)(PART OF RAILWAYS TRACK MAINTENANCE MACHINE),INDIA,PLASSER INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),AUSTRIA,PLASSER AND THEURER,VIENNA,NOS,2,$616.77,$308.39
08-11-2025,4046619503,73072100,Iron and Steel,(WN151-180.5480-1) CARDAN SHAFT FLANGE (PART OF RAILWAYS TRACK MAINTENANCE MACHINE)(PART OF RAILWAYS TRACK MAINTENANCE MACHINE),INDIA,PLASSER INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),AUSTRIA,PLASSER AND THEURER,VIENNA,NOS,2,$619.13,$309.57
08-11-2025,4046586871,73072100,Iron and Steel,(WN151-180.5480-1) CARDAN SHAFT FLANGE (PART OF RAILWAYS TRACK MAINTENANCE MACHINE)(PART OF RAILWAYS TRACK MAINTENANCE MACHINE),INDIA,PLASSER INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),AUSTRIA,PLASSER AND THEURER,VIENNA,NOS,2,$616.77,$308.39
08-11-2025,4047329724,84839000,Machinery and Mechanical Appliances,CARDAN SHAFT FLANGE-WN151-180.5480-1,INDIA,PLASSER INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),AUSTRIA,PLASSER AND THEURER,LINZ,NOS,2,$611.60,$305.80
07-11-2025,4047147457,84836090,Machinery and Mechanical Appliances,CARDAN SHAFT GELENKWELLE-GW-GX4-1080-20-20 DREHSTEIFE GELENKWELLE GX4 (AS PER INV) (1002244) (PART OF RUBBER INJECTIONCARDAN SHAFT,INDIA,KLOECKNER DESMA MACHINERY PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,NEFF GEWINDESYSTEME GMBH,MANNHEIM,NOS,2,$686.80,$343.40
06-11-2025,4046236276,84831099,Machinery and Mechanical Appliances,COMPONENT OF SANY TRUCK CRANE STC800T5 CKD - 131301000069A INTERMEDIATE CARDAN SHAFT\ STEERINGCOMPONENT OF SANY TRUCK CRANE STC800T5 CKD,INDIA,SANY HEAVY INDUSTRY INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),HONG KONG,SANY INTERNATIONAL DEVELOPMENT LIMITED,SHEKOU,PIECE,4,$56.59,$14.15
06-11-2025,4047175657,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT WITH JOINT PART NO.2298032 (1 PCS) PARTS FOR CRUSHING MACHINESHAFT,INDIA,WIRTGEN INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),ITALY,KOLLEMANN GMBH,,NOS,1,$276.40,$276.41
06-11-2025,4047324076,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT-KGV225.1300.140.00,INDIA,PLASSER INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),AUSTRIA,PLASSER AND THEURER,LINZ,NOS,1,"$1,836.40","$1,836.41"
06-11-2025,4047301387,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT-KGV180.1300.110.80,INDIA,PLASSER INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),AUSTRIA,PLASSER AND THEURER,LINZ,NOS,1,"$1,198.85","$1,198.86"
06-11-2025,4047274836,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT-KGV180.1600.110.80,INDIA,PLASSER INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),AUSTRIA,PLASSER AND THEURER,LINZ,NOS,1,"$1,223.83","$1,223.83"
05-11-2025,4047314438,84831099,Machinery and Mechanical Appliances,GW 285 8X20 15\O 167\7X9\8 LA=100 LZ=870 CARDAN SHAFT TYPE 390.60 DESIGN 0.01GW 285 8X20 15\O 167\7X9\8 LA=100 LZ=870 CARDAN SHAFT TYPE 3,INDIA,SRF LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,WALTERSCHEID GMBH,BERLIN,NOS,1,"$6,045.10","$6,045.11"
05-11-2025,4047430266,84836090,Machinery and Mechanical Appliances,CARDAN SHAFT NO.0450795 .,INDIA,MACO CORPORATION INDIA PRIVATE LIMITED,KOLKATA SEA (INCCU1),GERMANY,GELENKWELLENWERK STADTILM GMBH,HAMBURG,NOS,2,"$7,300.74","$3,650.37"
05-11-2025,4047188916,84669100,Machinery and Mechanical Appliances,CARDAN SHAFT SET - GST005 SPARES FOR POLISHING MACHINE CARDAN SHAFT SET,INDIA,GKB HI-TECH LENSES PRIVATE LIMITED.,BOMBAY AIR CARGO (INBOM4),CHINA,YANGZHOU GLADWIN OPTICAL TECH CO,SHANGHAI,PIECE,20,"$2,826.70",$141.34
04-11-2025,4046147977,84831099,Machinery and Mechanical Appliances,COMPONENT OF SANY TRUCK CRANE STC800T5 CKD - 131301000069A INTERMEDIATE CARDAN SHAFT\ STEERINGCOMPONENT OF SANY TRUCK CRANE STC800T5 CKD,INDIA,SANY HEAVY INDUSTRY INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),HONG KONG,SANY INTERNATIONAL DEVELOPMENT LIMITED,DA CHAN BAY,PIECE,4,$56.59,$14.15
04-11-2025,4047372514,84831099,Machinery and Mechanical Appliances,LRF:10995694B CARDAN SHAFT D=285MM LMIN=916MM\LA=280MM DRAWING NO.:9292550902191LRF:10995694B CARDAN SHAFT D=285MM LMIN=916MM\LA=280MM DRAWI,INDIA,PRIMETALS TECHNOLOGIES INDIA PRIVATE LIMITED,BOMBAY SEA (INBOM1),ITALY,C A T CARDAN AND TRANSMISSION S R L,SHANGHAI,PIECE,2,"$7,135.72","$3,567.86"
04-11-2025,4046157068,84831099,Machinery and Mechanical Appliances,LRF:10995694B CARDAN SHAFT D=285MM LMIN=916MM\LA=280MM DRAWING NO.:9292550902191LRF:10995694B CARDAN SHAFT D=285MM LMIN=916MM\LA=280MM DRAWI,INDIA,PRIMETALS TECHNOLOGIES INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),ITALY,C A T CARDAN AND TRANSMISSION S R L,SHANGHAI,PIECE,2,"$7,135.72","$3,567.86"
03-11-2025,4046238150,84831099,Machinery and Mechanical Appliances,COMPONENT OF SANY TRUCK CRANE STC800T5 CKD - 131301000069A INTERMEDIATE CARDAN SHAFT\ STEERINGCOMPONENT OF SANY TRUCK CRANE STC800T5 CKD,INDIA,SANY HEAVY INDUSTRY INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),HONG KONG,SANY INTERNATIONAL DEVELOPMENT LIMITED,SHANGHAI,PIECE,4,$56.59,$14.15
01-11-2025,4046143167,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT-KGW180.0750.110.00,INDIA,PLASSER INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),AUSTRIA,PLASSER AND THEURER,,NOS,1,$698.96,$698.97
01-11-2025,4046157581,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT-LZ1330LA110/CA72.1409,INDIA,PLASSER INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),AUSTRIA,PLASSER AND THEURER,,NOS,2,"$2,111.98","$1,055.99"
01-11-2025,4046149381,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT-KGW180.1000.110.00,INDIA,PLASSER INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),AUSTRIA,PLASSER AND THEURER,,NOS,1,$780.68,$780.68
01-11-2025,4046114556,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT-KGW180.1000.110.00,INDIA,PLASSER INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),AUSTRIA,PLASSER AND THEURER,,NOS,1,$780.68,$780.68
01-11-2025,4046195948,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT-KGW180.0750.110.00,INDIA,PLASSER INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),AUSTRIA,PLASSER AND THEURER,,NOS,1,$698.96,$698.97
01-11-2025,4046186857,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT-KGV180.1250.110.00,INDIA,PLASSER INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),AUSTRIA,PLASSER AND THEURER,,NOS,1,"$1,136.44","$1,136.45"
01-11-2025,4046645023,84831099,Machinery and Mechanical Appliances,(LZ640LA110/0117111465) CARDAN SHAFT (PART OF RAILWAYS TRACKMAINTENANCE MACHINE)(PART OF RAILWAYS TRACK MAINTENANCE MACHINE),INDIA,PLASSER INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),AUSTRIA,PLASSER AND THEURER,VIENNA,NOS,2,"$3,374.82","$1,687.41"
01-11-2025,4047429312,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT 0.148.141.5018SPARES FOR SINTER PLANT--POWER TRANSMISSION SHAFT--POWER TRANSMISSION SHAFT,INDIA,TATA STEEL LIMITED,KOLKATA SEA (INCCU1),AUSTRIA,BINDER AND CO AG,HAMBURG,NOS,1,"$1,282.56","$1,282.57"
01-11-2025,4046168483,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT-KGV180.1250.110.00,INDIA,PLASSER INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),AUSTRIA,PLASSER AND THEURER,,NOS,1,"$1,136.44","$1,136.45"
01-11-2025,4046163651,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT-LZ1330LA110/CA72.1409,INDIA,PLASSER INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),AUSTRIA,PLASSER AND THEURER,,NOS,2,"$2,111.98","$1,055.99"
31-10-2025,7678720278,87089400,Vehicles,COMPONENT OF SANY TRUCK CRANE STC1100T6 CKD- 131301000063A-INTERMEDIATE CARDAN SHAFT\ STEERINGCOMPONENT OF SANY TRUCK CRANE STC1100T6 CKD,INDIA,SANY HEAVY INDUSTRY INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),HONG KONG,SANY INTERNATIONAL DEVELOPMENT LIMITED,SHANGHAI,PIECE,4,$50.32,$12.58
31-10-2025,7677592095,84836090,Machinery and Mechanical Appliances,CARDAN SHAFT DIN 120 L=545 PROL.120 NR. 8 HOLES DIAM.10 - 07.120.310.545CARDAN SHAFT,INDIA,TRADELINK SERVICES,CHENNAI AIR CARGO (INMAA4),ITALY,TRASMIL S.R.L,,PIECE,2,$879.52,$439.76
31-10-2025,7675189199,87141090,Vehicles,BLUE CARDAN SHAFT PROT. KIT BMW R1300GS (PCD02C) (PARTS ANDACCESSORIES OF MOTORCYCLES)(PARTS AND ACCESSORIES OF MOTORCYCLES),INDIA,DIRT STREET,DELHI AIR CARGO (INDEL4),ITALY,OFFICINA GANDOLFI S.R.L.,,NOS,5,$139.78,$27.96
31-10-2025,7677573820,84836090,Machinery and Mechanical Appliances,CARDAN SHAFT DIN 65 L=165+20 NR. 4 HOLES DIAM.6 - 07.058.611 CARDAN SHAFT,INDIA,TRADELINK SERVICES,CHENNAI AIR CARGO (INMAA4),ITALY,TRASMIL S.R.L,,PIECE,3,$522.37,$174.13
30-10-2025,7678200548,84831099,Machinery and Mechanical Appliances,88195669 DRIVE SHAFT S & N CARDAN OY 51VDIN120DIN150\ L=1070\UCP 51VDIN120DIN150\ L=1070\ UCP (MINING AND TUNNELING MACH88195669 DRIVE SHAFT S & N CARDAN OY 51VDIN120DIN150\ L=1070,INDIA,SANDVIK MINING AND ROCK TECHNOLOGY INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),CHINA,SANDVIK MINING AND CONSTRUCTION CHINA CO LTD,HELSINKI (HELSINGFORS),PIECE,1,$313.40,$313.41
30-10-2025,7678691892,84831099,Machinery and Mechanical Appliances,88195669 DRIVE SHAFT S & N CARDAN OY 51VDIN120DIN150\ L=1070\UCP 51VDIN120DIN150\ L=1070\ UCP (MINING AND TUNNELING MACH88195669 DRIVE SHAFT S & N CARDAN OY 51VDIN120DIN150\ L,INDIA,SANDVIK MINING AND ROCK TECHNOLOGY INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),CHINA,SANDVIK MINING AND CONSTRUCTION CHINA CO LTD,HELSINKI (HELSINGFORS),NOS,1,$315.68,$315.69
30-10-2025,7676571479,84831092,Machinery and Mechanical Appliances,CARDAN SHAFT-KGV180.1600.110.80,INDIA,PLASSER INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),AUSTRIA,PLASSER AND THEURER,LINZ,NOS,1,"$1,245.51","$1,245.52"
30-10-2025,7676565698,84831092,Machinery and Mechanical Appliances,CARDAN SHAFT-KGV180.1300.110.80,INDIA,PLASSER INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),AUSTRIA,PLASSER AND THEURER,LINZ,NOS,1,"$1,220.10","$1,220.10"
30-10-2025,7676245797,84831092,Machinery and Mechanical Appliances,CARDAN SHAFT-KGV225.1300.140.00,INDIA,PLASSER INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),AUSTRIA,PLASSER AND THEURER,LINZ,NOS,1,"$1,868.94","$1,868.95"
30-10-2025,7678749182,84831099,Machinery and Mechanical Appliances,55090746 DRIVE SHAFT S & N CARDAN OY 2030DIN150 LZ=640\ LA=110 2030DIN150\ LZ=640\ LA=110 (MINING AND TUNNELING MACHINAR55090746 DRIVE SHAFT S & N CARDAN OY 2030DIN150 LZ=640\,INDIA,SANDVIK MINING AND ROCK TECHNOLOGY INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),CHINA,SANDVIK MINING AND CONSTRUCTION CHINA CO LTD,HELSINKI (HELSINGFORS),NOS,1,$421.63,$421.64
30-10-2025,7678227143,84831099,Machinery and Mechanical Appliances,55090746 DRIVE SHAFT S & N CARDAN OY 2030DIN150 LZ=640\ LA=110 2030DIN150\ LZ=640\ LA=110 (MINING AND TUNNELING MACHINAR55090746 DRIVE SHAFT S & N CARDAN OY 2030DIN150 LZ=640\ LA=1,INDIA,SANDVIK MINING AND ROCK TECHNOLOGY INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),CHINA,SANDVIK MINING AND CONSTRUCTION CHINA CO LTD,HELSINKI (HELSINGFORS),PIECE,1,$418.58,$418.59
29-10-2025,7676506920,40169990,Rubber,101248 RUBBER MOUNT CARDAN SHAFT 1084130112 -CONSISTS OF CARPARTS101248 RUBBER MOUNT CARDAN SHAFT 1084130112 -CONSISTS OF CAR,INDIA,INDIAN EXPRESS COMMERCIAL VENTURES AND PROJECTS LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,MB CLASSICS,HAMBURG,NOS,1,$23.23,$23.23
28-10-2025,7678216180,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT-KGV180.1000.110.80,INDIA,PLASSER INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),AUSTRIA,PLASSER AND THEURER,,NOS,1,$972.38,$972.39
28-10-2025,7678189396,84831092,Machinery and Mechanical Appliances,CARDAN SHAFT-KGW180.0800.110.00,INDIA,PLASSER INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),AUSTRIA,PLASSER AND THEURER,,NOS,1,$732.64,$732.65
28-10-2025,7677852797,84831099,Machinery and Mechanical Appliances,ELSO-NR.: 0.113.100.0479 CARDAN SHAFT (DTLS AS PER INV) ELSO-NR.: 0.113.100.0479 CARDAN SHAFT S (DTLS AS PER INV),INDIA,VEDULA ENGINEERING PRIVATE LIMITED,KOLKATA AIR CARGO (INCCU4),GERMANY,ELSO ELBE GMBH,FRANKFURT AM MAIN,PIECE,1,"$2,148.52","$2,148.52"
28-10-2025,7677842886,84831099,Machinery and Mechanical Appliances,ELSO-NR.: 0.117.131.0007 CARDAN SHAFT (DTLS AS PER INV),INDIA,VEDULA ENGINEERING PRIVATE LIMITED,KOLKATA AIR CARGO (INCCU4),GERMANY,ELSO ELBE GMBH,FRANKFURT AM MAIN,PIECE,13,"$11,738.27",$902.94
28-10-2025,7678715874,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT-KGW180.0950.110.00,INDIA,PLASSER INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),AUSTRIA,PLASSER AND THEURER,,NOS,2,"$1,472.57",$736.29
28-10-2025,7678356358,84831099,Machinery and Mechanical Appliances,CARDAN SHAFT-KGW180.1000.110.00,INDIA,PLASSER INDIA PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),AUSTRIA,PLASSER AND THEURER,,NOS,1,$759.40,$759.41
28-10-2025,7677788093,84831099,Machinery and Mechanical Appliances,ELSO-NR.:0.109.200.5030 CARDAN SHAFT (DTLS AS PER INV),INDIA,VEDULA ENGINEERING PRIVATE LIMITED,KOLKATA AIR CARGO (INCCU4),GERMANY,ELSO ELBE GMBH,FRANKFURT AM MAIN,PIECE,3,"$1,028.80",$342.94
